"","Year","Office","Election Type","District","City/Town","Precinct","Candidate","Party","Votes"
"130353","2004","Auditor","Primary","","Ferrisburgh","","Elizabeth M. Ready","Democratic","138"
"130354","2004","Auditor","Primary","","Fletcher","","Elizabeth M. Ready","Democratic","28"
"130355","2004","Auditor","Primary","","Franklin","","Elizabeth M. Ready","Democratic","34"
"130356","2004","Auditor","Primary","","Georgia","","Elizabeth M. Ready","Democratic","69"
"130357","2004","Auditor","Primary","","Glover","","Elizabeth M. Ready","Democratic","36"
"130358","2004","Auditor","Primary","","Goshen","","Elizabeth M. Ready","Democratic","28"
"130359","2004","Auditor","Primary","","Grafton","","Elizabeth M. Ready","Democratic","39"
"130360","2004","Auditor","Primary","","Granby","","Elizabeth M. Ready","Democratic","1"
"130361","2004","Auditor","Primary","","Grand Isle","","Elizabeth M. Ready","Democratic","87"
"130362","2004","Auditor","Primary","","Granville","","Elizabeth M. Ready","Democratic","8"
"130363","2004","Auditor","Primary","","Greensboro","","Elizabeth M. Ready","Democratic","63"
"130364","2004","Auditor","Primary","","Groton","","Elizabeth M. Ready","Democratic","27"
"130365","2004","Auditor","Primary","","Guildhall","","Elizabeth M. Ready","Democratic","4"
"130366","2004","Auditor","Primary","","Guilford","","Elizabeth M. Ready","Democratic","125"
"130367","2004","Auditor","Primary","","Halifax","","Elizabeth M. Ready","Democratic","24"
"130368","2004","Auditor","Primary","","Hancock","","Elizabeth M. Ready","Democratic","14"
"130369","2004","Auditor","Primary","","Hardwick","","Elizabeth M. Ready","Democratic","142"
"130370","2004","Auditor","Primary","","Hartford","Windsor 6-1","Elizabeth M. Ready","Democratic","44"
"130371","2004","Auditor","Primary","","Hartford","Windsor 6-2","Elizabeth M. Ready","Democratic","207"
"130372","2004","Auditor","Primary","","Hartland","","Elizabeth M. Ready","Democratic","157"
"130373","2004","Auditor","Primary","","Highgate","","Elizabeth M. Ready","Democratic","54"
"130374","2004","Auditor","Primary","","Hinesburg","Chittenden 1-1","Elizabeth M. Ready","Democratic","177"
"130375","2004","Auditor","Primary","","Hinesburg","Chittenden 1-2","Elizabeth M. Ready","Democratic","12"
"130376","2004","Auditor","Primary","","Holland","","Elizabeth M. Ready","Democratic","11"
"130377","2004","Auditor","Primary","","Hubbardton","","Elizabeth M. Ready","Democratic","11"
"130378","2004","Auditor","Primary","","Huntington","","Elizabeth M. Ready","Democratic","114"
"130379","2004","Auditor","Primary","","Hyde Park","","Elizabeth M. Ready","Democratic","76"
"130380","2004","Auditor","Primary","","Ira","Rutland Rutland 1-1","Elizabeth M. Ready","Democratic","0"
"130381","2004","Auditor","Primary","","Ira","Rutland Rutland 1-2","Elizabeth M. Ready","Democratic","5"
"130382","2004","Auditor","Primary","","Irasburg","","Elizabeth M. Ready","Democratic","50"
"130383","2004","Auditor","Primary","","Isle La Motte","","Elizabeth M. Ready","Democratic","31"
"130384","2004","Auditor","Primary","","Jamaica","","Elizabeth M. Ready","Democratic","27"
"130385","2004","Auditor","Primary","","Jay","","Elizabeth M. Ready","Democratic","12"
"130386","2004","Auditor","Primary","","Jericho","","Elizabeth M. Ready","Democratic","209"
"130387","2004","Auditor","Primary","","Johnson","","Elizabeth M. Ready","Democratic","73"
"130388","2004","Auditor","Primary","","Killington","","Elizabeth M. Ready","Democratic","32"
"130389","2004","Auditor","Primary","","Kirby","","Elizabeth M. Ready","Democratic","8"
"130390","2004","Auditor","Primary","","Landgrove","","Elizabeth M. Ready","Democratic","12"
"130391","2004","Auditor","Primary","","Leicester","","Elizabeth M. Ready","Democratic","43"
"130392","2004","Auditor","Primary","","Lemington","","Elizabeth M. Ready","Democratic","1"
"130393","2004","Auditor","Primary","","Lincoln","","Elizabeth M. Ready","Democratic","131"
"130394","2004","Auditor","Primary","","Londonderry","","Elizabeth M. Ready","Democratic","48"
"130395","2004","Auditor","Primary","","Lowell","","Elizabeth M. Ready","Democratic","23"
"130396","2004","Auditor","Primary","","Ludlow","","Elizabeth M. Ready","Democratic","84"
"130397","2004","Auditor","Primary","","Lunenburg","","Elizabeth M. Ready","Democratic","15"
"130398","2004","Auditor","Primary","","Lyndon","","Elizabeth M. Ready","Democratic","81"
"130399","2004","Auditor","Primary","","Maidstone","","Elizabeth M. Ready","Democratic","2"
"130400","2004","Auditor","Primary","","Manchester","","Elizabeth M. Ready","Democratic","114"
"130401","2004","Auditor","Primary","","Marlboro","","Elizabeth M. Ready","Democratic","108"
"130402","2004","Auditor","Primary","","Marshfield","","Elizabeth M. Ready","Democratic","121"
"130403","2004","Auditor","Primary","","Mendon","","Elizabeth M. Ready","Democratic","49"
"130404","2004","Auditor","Primary","","Middlebury","","Elizabeth M. Ready","Democratic","414"
"130405","2004","Auditor","Primary","","Middlesex","","Elizabeth M. Ready","Democratic","66"
"130406","2004","Auditor","Primary","","Middletown Springs","","Elizabeth M. Ready","Democratic","83"
"130407","2004","Auditor","Primary","","Milton","Chittenden 9","Elizabeth M. Ready","Democratic","248"
"130408","2004","Auditor","Primary","","Milton","Grand Isle-Chittenden 1-1","Elizabeth M. Ready","Democratic","42"
"130409","2004","Auditor","Primary","","Monkton","","Elizabeth M. Ready","Democratic","97"
"130410","2004","Auditor","Primary","","Montgomery","","Elizabeth M. Ready","Democratic","46"
"130411","2004","Auditor","Primary","","Montpelier","","Elizabeth M. Ready","Democratic","562"
"130412","2004","Auditor","Primary","","Moretown","","Elizabeth M. Ready","Democratic","44"
"130413","2004","Auditor","Primary","","Morgan","","Elizabeth M. Ready","Democratic","19"
"130414","2004","Auditor","Primary","","Morristown","","Elizabeth M. Ready","Democratic","120"
"130415","2004","Auditor","Primary","","Mount Holly","","Elizabeth M. Ready","Democratic","52"
"130416","2004","Auditor","Primary","","Mount Tabor","","Elizabeth M. Ready","Democratic","10"
"130417","2004","Auditor","Primary","","New Haven","","Elizabeth M. Ready","Democratic","272"
"130418","2004","Auditor","Primary","","Newark","","Elizabeth M. Ready","Democratic","14"
"130419","2004","Auditor","Primary","","Newbury","Center Town House","Elizabeth M. Ready","Democratic","12"
"130420","2004","Auditor","Primary","","Newbury","Town Office","Elizabeth M. Ready","Democratic","82"
"130421","2004","Auditor","Primary","","Newbury","West River Village","Elizabeth M. Ready","Democratic","28"
"130422","2004","Auditor","Primary","","Newfane","","Elizabeth M. Ready","Democratic","127"
"130423","2004","Auditor","Primary","","Newport City","","Elizabeth M. Ready","Democratic","105"
"130424","2004","Auditor","Primary","","Newport Town","","Elizabeth M. Ready","Democratic","43"
"130425","2004","Auditor","Primary","","N. Hero","","Elizabeth M. Ready","Democratic","28"
"130426","2004","Auditor","Primary","","Northfield","","Elizabeth M. Ready","Democratic","120"
"130427","2004","Auditor","Primary","","Norton","","Elizabeth M. Ready","Democratic","7"
"130428","2004","Auditor","Primary","","Norwich","","Elizabeth M. Ready","Democratic","373"
"130429","2004","Auditor","Primary","","Orange","","Elizabeth M. Ready","Democratic","14"
"130430","2004","Auditor","Primary","","Orwell","","Elizabeth M. Ready","Democratic","50"
"130431","2004","Auditor","Primary","","Panton","","Elizabeth M. Ready","Democratic","33"
"130432","2004","Auditor","Primary","","Pawlet","","Elizabeth M. Ready","Democratic","120"
"130433","2004","Auditor","Primary","","Peacham","","Elizabeth M. Ready","Democratic","52"
"130434","2004","Auditor","Primary","","Peru","","Elizabeth M. Ready","Democratic","23"
"130435","2004","Auditor","Primary","","Pittsfield","","Elizabeth M. Ready","Democratic","18"
"130436","2004","Auditor","Primary","","Pittsford","","Elizabeth M. Ready","Democratic","74"
"130437","2004","Auditor","Primary","","Plainfield","","Elizabeth M. Ready","Democratic","113"
"130438","2004","Auditor","Primary","","Plymouth","","Elizabeth M. Ready","Democratic","13"
"130439","2004","Auditor","Primary","","Pomfret","","Elizabeth M. Ready","Democratic","58"
"130440","2004","Auditor","Primary","","Poultney","","Elizabeth M. Ready","Democratic","49"
"130441","2004","Auditor","Primary","","Pownal","","Elizabeth M. Ready","Democratic","117"
"130442","2004","Auditor","Primary","","Proctor","","Elizabeth M. Ready","Democratic","42"
"130443","2004","Auditor","Primary","","Putney","","Elizabeth M. Ready","Democratic","183"
"130444","2004","Auditor","Primary","","Randolph","","Elizabeth M. Ready","Democratic","218"
"130445","2004","Auditor","Primary","","Reading","","Elizabeth M. Ready","Democratic","51"
"130446","2004","Auditor","Primary","","Readsboro","","Elizabeth M. Ready","Democratic","23"
"130447","2004","Auditor","Primary","","Richford","","Elizabeth M. Ready","Democratic","54"
"130448","2004","Auditor","Primary","","Richmond","","Elizabeth M. Ready","Democratic","195"
"130449","2004","Auditor","Primary","","Ripton","","Elizabeth M. Ready","Democratic","60"
"130450","2004","Auditor","Primary","","Rochester","","Elizabeth M. Ready","Democratic","104"
"130451","2004","Auditor","Primary","","Rockingham","","Elizabeth M. Ready","Democratic","308"
"130452","2004","Auditor","Primary","","Roxbury","","Elizabeth M. Ready","Democratic","20"
"130453","2004","Auditor","Primary","","Royalton","","Elizabeth M. Ready","Democratic","130"
"130454","2004","Auditor","Primary","","Rupert","","Elizabeth M. Ready","Democratic","48"
"130455","2004","Auditor","Primary","","Rutland City","Rutland 5-1","Elizabeth M. Ready","Democratic","139"
"130456","2004","Auditor","Primary","","Rutland City","Rutland 5-2","Elizabeth M. Ready","Democratic","100"
"130457","2004","Auditor","Primary","","Rutland City","Rutland 5-3","Elizabeth M. Ready","Democratic","64"
"130458","2004","Auditor","Primary","","Rutland City","Rutland 5-4","Elizabeth M. Ready","Democratic","79"
"130459","2004","Auditor","Primary","","Rutland Town","","Elizabeth M. Ready","Democratic","140"
"130460","2004","Auditor","Primary","","Ryegate","","Elizabeth M. Ready","Democratic","42"
"130461","2004","Auditor","Primary","","Salisbury","","Elizabeth M. Ready","Democratic","64"
"130462","2004","Auditor","Primary","","Sandgate","","Elizabeth M. Ready","Democratic","27"
"130463","2004","Auditor","Primary","","Searsburg","","Elizabeth M. Ready","Democratic","4"
"130464","2004","Auditor","Primary","","Shaftsbury","","Elizabeth M. Ready","Democratic","164"
"130465","2004","Auditor","Primary","","Sharon","","Elizabeth M. Ready","Democratic","64"
"130466","2004","Auditor","Primary","","Sheffield","","Elizabeth M. Ready","Democratic","21"
"130467","2004","Auditor","Primary","","Shelburne","Chittenden 5-1","Elizabeth M. Ready","Democratic","248"
"130468","2004","Auditor","Primary","","Shelburne","Chittenden 5-2","Elizabeth M. Ready","Democratic","127"
"130469","2004","Auditor","Primary","","Sheldon","","Elizabeth M. Ready","Democratic","42"
"130470","2004","Auditor","Primary","","Shoreham","","Elizabeth M. Ready","Democratic","68"
"130471","2004","Auditor","Primary","","Shrewsbury","","Elizabeth M. Ready","Democratic","62"
"130472","2004","Auditor","Primary","","S. Burlington","Chittenden 3-10","Elizabeth M. Ready","Democratic","134"
"130473","2004","Auditor","Primary","","S. Burlington","Chittenden 3-7","Elizabeth M. Ready","Democratic","226"
"130474","2004","Auditor","Primary","","S. Burlington","Chittenden 3-8","Elizabeth M. Ready","Democratic","212"
"130475","2004","Auditor","Primary","","S. Burlington","Chittenden 3-9","Elizabeth M. Ready","Democratic","158"
"130476","2004","Auditor","Primary","","S. Hero","","Elizabeth M. Ready","Democratic","108"
"130477","2004","Auditor","Primary","","Springfield","Windsor 1-1","Elizabeth M. Ready","Democratic","4"
"130478","2004","Auditor","Primary","","Springfield","Windsor 1-2","Elizabeth M. Ready","Democratic","327"
"130479","2004","Auditor","Primary","","St. Albans City","","Elizabeth M. Ready","Democratic","180"
"130480","2004","Auditor","Primary","","St. Albans Town","","Elizabeth M. Ready","Democratic","98"
"130481","2004","Auditor","Primary","","St. George","","Elizabeth M. Ready","Democratic","21"
"130482","2004","Auditor","Primary","","St. Johnsbury","","Elizabeth M. Ready","Democratic","135"
"130483","2004","Auditor","Primary","","Stamford","","Elizabeth M. Ready","Democratic","26"
"130484","2004","Auditor","Primary","","Stannard","","Elizabeth M. Ready","Democratic","17"
"130485","2004","Auditor","Primary","","Starksboro","","Elizabeth M. Ready","Democratic","81"
"130486","2004","Auditor","Primary","","Stockbridge","","Elizabeth M. Ready","Democratic","54"
"130487","2004","Auditor","Primary","","Stowe","","Elizabeth M. Ready","Democratic","113"
"130488","2004","Auditor","Primary","","Strafford","","Elizabeth M. Ready","Democratic","85"
"130489","2004","Auditor","Primary","","Stratton","","Elizabeth M. Ready","Democratic","5"
"130490","2004","Auditor","Primary","","Sudbury","","Elizabeth M. Ready","Democratic","22"
"130491","2004","Auditor","Primary","","Sunderland","","Elizabeth M. Ready","Democratic","28"
"130492","2004","Auditor","Primary","","Sutton","","Elizabeth M. Ready","Democratic","19"
"130493","2004","Auditor","Primary","","Swanton","","Elizabeth M. Ready","Democratic","118"
"130494","2004","Auditor","Primary","","Thetford","","Elizabeth M. Ready","Democratic","157"
"130495","2004","Auditor","Primary","","Tinmouth","","Elizabeth M. Ready","Democratic","41"
"130496","2004","Auditor","Primary","","Topsham","","Elizabeth M. Ready","Democratic","21"
"130497","2004","Auditor","Primary","","Townshend","","Elizabeth M. Ready","Democratic","65"
"130498","2004","Auditor","Primary","","Troy","","Elizabeth M. Ready","Democratic","33"
"130499","2004","Auditor","Primary","","Tunbridge","","Elizabeth M. Ready","Democratic","47"
"130500","2004","Auditor","Primary","","Underhill","","Elizabeth M. Ready","Democratic","264"
"130501","2004","Auditor","Primary","","Vergennes","","Elizabeth M. Ready","Democratic","113"
"130502","2004","Auditor","Primary","","Vernon","","Elizabeth M. Ready","Democratic","59"
"130503","2004","Auditor","Primary","","Vershire","","Elizabeth M. Ready","Democratic","33"
"130504","2004","Auditor","Primary","","Victory","","Elizabeth M. Ready","Democratic","6"
"130505","2004","Auditor","Primary","","Waitsfield","","Elizabeth M. Ready","Democratic","93"
"130506","2004","Auditor","Primary","","Walden","","Elizabeth M. Ready","Democratic","44"
"130507","2004","Auditor","Primary","","Wallingford","","Elizabeth M. Ready","Democratic","58"
"130508","2004","Auditor","Primary","","Waltham","","Elizabeth M. Ready","Democratic","36"
"130509","2004","Auditor","Primary","","Wardsboro","","Elizabeth M. Ready","Democratic","24"
"130510","2004","Auditor","Primary","","Warren","","Elizabeth M. Ready","Democratic","73"
"130511","2004","Auditor","Primary","","Washington","","Elizabeth M. Ready","Democratic","30"
"130512","2004","Auditor","Primary","","Waterbury","","Elizabeth M. Ready","Democratic","220"
"130513","2004","Auditor","Primary","","Waterford","","Elizabeth M. Ready","Democratic","20"
"130514","2004","Auditor","Primary","","Waterville","","Elizabeth M. Ready","Democratic","19"
"130515","2004","Auditor","Primary","","Weathersfield","","Elizabeth M. Ready","Democratic","154"
"130516","2004","Auditor","Primary","","Wells","","Elizabeth M. Ready","Democratic","42"
"130517","2004","Auditor","Primary","","W. Fairlee","","Elizabeth M. Ready","Democratic","60"
"130518","2004","Auditor","Primary","","W. Haven","","Elizabeth M. Ready","Democratic","5"
"130519","2004","Auditor","Primary","","W. Rutland","","Elizabeth M. Ready","Democratic","40"
"130520","2004","Auditor","Primary","","W. Windsor","","Elizabeth M. Ready","Democratic","53"
"130521","2004","Auditor","Primary","","Westfield","","Elizabeth M. Ready","Democratic","18"
"130522","2004","Auditor","Primary","","Westford","","Elizabeth M. Ready","Democratic","55"
"130523","2004","Auditor","Primary","","Westminster","Windham-4","Elizabeth M. Ready","Democratic","14"
"130524","2004","Auditor","Primary","","Westminster","Windham-5","Elizabeth M. Ready","Democratic","216"
"130525","2004","Auditor","Primary","","Westmore","","Elizabeth M. Ready","Democratic","20"
"130526","2004","Auditor","Primary","","Weston","","Elizabeth M. Ready","Democratic","36"
"130527","2004","Auditor","Primary","","Weybridge","","Elizabeth M. Ready","Democratic","81"
"130528","2004","Auditor","Primary","","Wheelock","","Elizabeth M. Ready","Democratic","20"
"130529","2004","Auditor","Primary","","Whiting","","Elizabeth M. Ready","Democratic","24"
"130530","2004","Auditor","Primary","","Whitingham","","Elizabeth M. Ready","Democratic","32"
"130531","2004","Auditor","Primary","","Williamstown","","Elizabeth M. Ready","Democratic","61"
"130532","2004","Auditor","Primary","","Williston","","Elizabeth M. Ready","Democratic","302"
"130533","2004","Auditor","Primary","","Wilmington","","Elizabeth M. Ready","Democratic","54"
"130534","2004","Auditor","Primary","","Windham","","Elizabeth M. Ready","Democratic","32"
"130535","2004","Auditor","Primary","","Windsor","","Elizabeth M. Ready","Democratic","202"
"130536","2004","Auditor","Primary","","Winhall","","Elizabeth M. Ready","Democratic","26"
"130537","2004","Auditor","Primary","","Winooski","","Elizabeth M. Ready","Democratic","217"
"130538","2004","Auditor","Primary","","Wolcott","","Elizabeth M. Ready","Democratic","50"
"130539","2004","Auditor","Primary","","Woodbury","","Elizabeth M. Ready","Democratic","55"
"130540","2004","Auditor","Primary","","Woodford","","Elizabeth M. Ready","Democratic","17"
"130541","2004","Auditor","Primary","","Woodstock","","Elizabeth M. Ready","Democratic","205"
"130542","2004","Auditor","Primary","","Worcester","","Elizabeth M. Ready","Democratic","52"
"130543","2004","Auditor","Primary","","Andover","","Elizabeth M. Ready","Progressive","0"
"130544","2004","Auditor","Primary","","Bakersfield","","Elizabeth M. Ready","Progressive","2"
"130545","2004","Auditor","Primary","","Baltimore","","Elizabeth M. Ready","Progressive","0"
"130546","2004","Auditor","Primary","","Barnet","","Elizabeth M. Ready","Progressive","2"
"130547","2004","Auditor","Primary","","Barre City","Washington 3-1","Elizabeth M. Ready","Progressive","2"
"130548","2004","Auditor","Primary","","Barre City","Washington 3-2","Elizabeth M. Ready","Progressive","3"
"130549","2004","Auditor","Primary","","Barre City","Washington 3-3","Elizabeth M. Ready","Progressive","0"
"130550","2004","Auditor","Primary","","Barre Town","","Elizabeth M. Ready","Progressive","2"
"130551","2004","Auditor","Primary","","Bennington","Bennington 2-1","Elizabeth M. Ready","Progressive","5"
"130552","2004","Auditor","Primary","","Bennington","Bennington 2-1 Nb","Elizabeth M. Ready","Progressive","1"
"130553","2004","Auditor","Primary","","Bennington","Bennington 2-2","Elizabeth M. Ready","Progressive","3"
"130554","2004","Auditor","Primary","","Bennington","Bennington 5","Elizabeth M. Ready","Progressive","0"
"130555","2004","Auditor","Primary","","Berlin","","Elizabeth M. Ready","Progressive","2"
"130556","2004","Auditor","Primary","","Bethel","","Elizabeth M. Ready","Progressive","1"
"130557","2004","Auditor","Primary","","Bloomfield","","Elizabeth M. Ready","Progressive","0"
"130558","2004","Auditor","Primary","","Bradford","","Elizabeth M. Ready","Progressive","0"
"130559","2004","Auditor","Primary","","Brandon","","Elizabeth M. Ready","Progressive","3"
"130560","2004","Auditor","Primary","","Brattleboro","Windham 3-1","Elizabeth M. Ready","Progressive","12"
"130561","2004","Auditor","Primary","","Brattleboro","Windham 3-2","Elizabeth M. Ready","Progressive","0"
"130562","2004","Auditor","Primary","","Brattleboro","Windham 3-3","Elizabeth M. Ready","Progressive","19"
"130563","2004","Auditor","Primary","","Bridgewater","","Elizabeth M. Ready","Progressive","1"
"130564","2004","Auditor","Primary","","Brighton","","Elizabeth M. Ready","Progressive","0"
"130565","2004","Auditor","Primary","","Bristol","","Elizabeth M. Ready","Progressive","0"
"130566","2004","Auditor","Primary","","Burlington","Chittenden 3-1","Elizabeth M. Ready","Progressive","0"
"130567","2004","Auditor","Primary","","Burlington","Chittenden 3-2","Elizabeth M. Ready","Progressive","0"
"130568","2004","Auditor","Primary","","Burlington","Chittenden 3-3","Elizabeth M. Ready","Progressive","0"
"130569","2004","Auditor","Primary","","Burlington","Chittenden 3-4","Elizabeth M. Ready","Progressive","0"
"130570","2004","Auditor","Primary","","Burlington","Chittenden 3-5","Elizabeth M. Ready","Progressive","0"
"130571","2004","Auditor","Primary","","Burlington","Chittenden 3-6","Elizabeth M. Ready","Progressive","0"
"130572","2004","Auditor","Primary","","Cabot","","Elizabeth M. Ready","Progressive","2"
"130573","2004","Auditor","Primary","","Cambridge","","Elizabeth M. Ready","Progressive","4"
